nomelograd,logradouro,arvore,bancos,pontoonibu,pontotaxi,pontomotot,semaforo,trechos,faixapedes,comprimento,arvores_100m_median,bancos_100m_median,semaforos_100m_median,onibus_100m_median,arvores_100m_mean,bancos_100m_mean,semaforos_100m_mean,onibus_100m_mean,profissao,tipo_profissao,primeiro_nome,sobrenome
Rua José Miguel,700115,2,0,0,0,0,0,1,0,116,1.7241379310344827,0,0,0,1.7241379310344827,0,0,0,NA,NA,José,Miguel
Rua José Miguel Da Costa,6912,16,0,0,0,0,0,5,0,394,4.477611940298507,0,0,0,4.927767571248281,0,0,0,NA,NA,José,Costa
Rua José Montano Leite,15318,3,0,0,0,0,0,1,0,222,1.3513513513513513,0,0,0,1.3513513513513513,0,0,0,NA,NA,José,Leite
Rua José Motta,24210,12,0,2,0,0,0,8,0,422,2.798573975044563,0,0,0,2.84059522197702,0,0,0.4718660968660968,NA,NA,José,Motta
Rua José Moura,700345,2,0,0,0,0,0,2,0,74,2.835249042145594,0,0,0,2.835249042145594,0,0,0,NA,NA,José,Moura
Rua José Muniz Filho,33782,17,2,0,0,0,0,9,0,368,4.25531914893617,0,0,0,5.048063441526477,0.6944444444444444,0,0,NA,NA,José,Filho
Rua José Nemésio De Araújo,37354,17,0,0,0,0,0,9,0,542,3.7037037037037033,0,0,0,4.416622533969062,0,0,0,NA,NA,José,Araújo
Rua José Nery De Lucena,11975,9,0,0,0,0,0,7,0,333,2.564102564102564,0,0,0,3.1025365611831774,0,0,0,NA,NA,José,Lucena
Rua José Nogueira Pereira,32000,19,0,4,0,0,0,8,0,652,3.8461538461538463,0,0,0,3.9765062596674743,0,0,0.9578534210887152,NA,NA,José,Pereira
Rua José Orlando Vieira,6513,1,0,0,0,0,0,1,0,97,1.0309278350515463,0,0,0,1.0309278350515463,0,0,0,NA,NA,José,Vieira
Rua José Palhano,1546,8,0,0,0,1,0,4,0,449,1.5822388993120702,0,0,0,2.034399019548508,0,0,0,NA,NA,José,Palhano
Rua José Palhano,19216,4,0,0,0,0,0,3,0,123,2.857142857142857,0,0,0,3.18382879877431,0,0,0,NA,NA,José,Palhano
Rua José Palmeira Filho,6050,6,0,0,0,0,0,3,0,415,1.8867924528301887,0,0,0,2.028515220494796,0,0,0,NA,NA,José,Filho
Rua José Paulino Da Costa,20362,1,0,0,0,0,0,1,0,88,1.1363636363636365,0,0,0,1.1363636363636365,0,0,0,NA,NA,José,Costa
Rua José Paulino Da Rocha,700262,20,0,1,0,0,0,13,0,1930,1.5151515151515151,0,0,0,1.9864852420396015,0,0,0.050607287449392704,NA,NA,José,Rocha
Rua José Paulino De Araújo,16314,2,0,0,0,0,0,1,0,106,1.8867924528301887,0,0,0,1.8867924528301887,0,0,0,NA,NA,José,Araújo
Rua José Paulino Raposo,11460,5,0,0,0,0,0,2,0,207,3.5191529118654623,0,0,0,3.5191529118654623,0,0,0,NA,NA,José,Raposo
Rua José Paulo Da Silva,33030,3,0,0,0,0,0,1,0,206,1.4563106796116505,0,0,0,1.4563106796116505,0,0,0,NA,NA,José,Silva
Rua José Pê Soares,8184,2,0,0,0,0,0,1,0,81,2.4691358024691357,0,0,0,2.4691358024691357,0,0,0,NA,NA,José,Soares
Rua José Peixoto,10782,4,0,0,0,0,0,2,0,338,2.171538708641182,0,0,0,2.171538708641182,0,0,0,NA,NA,José,Peixoto
Rua José Pequeno,24821,3,0,0,0,0,0,1,0,119,2.5210084033613445,0,0,0,2.5210084033613445,0,0,0,NA,NA,José,Pequeno
Rua José Pereira De Araújo,700266,7,0,0,0,0,0,5,0,309,2.4096385542168677,0,0,0,2.505514193544635,0,0,0,NA,NA,José,Araújo
Rua José Pereira De Lima,26573,4,0,0,0,0,0,2,0,134,2.9857397504456324,0,0,0,2.9857397504456324,0,0,0,NA,NA,José,Lima
Rua José Pereira Neto Filho,33138,2,0,0,0,0,0,1,0,200,1,0,0,0,1,0,0,0,NA,NA,José,Filho
Rua José Pessoa De Vasconcelos,33855,4,0,0,0,0,0,2,0,113,3.5624211853720054,0,0,0,3.5624211853720054,0,0,0,NA,NA,José,Vasconcelos
Rua José Pimentel De Lima,9504,3,0,0,0,0,0,2,0,242,1.2301804264625478,0,0,0,1.2301804264625478,0,0,0,NA,NA,José,Lima
Rua José Pinto Sobrinho,4219,5,0,0,0,0,0,3,0,434,1.550387596899225,0,0,0,1.550612290753848,0,0,0,NA,NA,José,Sobrinho
Rua José Pió De Oliveira,700369,4,0,0,0,0,0,3,0,279,1.282051282051282,0,0,0,1.4050133159299991,0,0,0,NA,NA,José,Oliveira
Rua José Porto,16578,5,0,0,0,0,0,3,0,245,2.272727272727273,0,0,0,2.2123294803707174,0,0,0,NA,NA,José,Porto
Rua José Praeiro Dos Santos,36080,4,0,1,0,0,0,1,0,152,2.631578947368421,0,0,0.6578947368421052,2.631578947368421,0,0,0.6578947368421052,NA,NA,José,Santos
Rua José Quirino Ribeiro,7730,23,0,2,0,0,0,12,0,438,5.634920634920634,0,0,0,10.564561001947572,0,0,0.3751596424010217,NA,NA,José,Ribeiro
Rua José Raimundo Dos Santos,28550,20,0,1,1,1,0,9,0,713,3.4482758620689653,0,0,0,3.06661439210953,0,0,0.1633986928104575,NA,NA,José,Santos
Rua José Reinaldo De Miranda,28851,2,0,0,0,0,0,1,0,122,1.639344262295082,0,0,0,1.639344262295082,0,0,0,NA,NA,José,Miranda
Rua José Ribeiro Da Costa,27642,7,0,0,0,0,0,3,0,416,1.0869565217391304,0,0,0,3.2095410628019323,0,0,0,NA,NA,José,Costa
Rua José Rodrigues De Lima,700497,56,0,3,0,2,0,26,0,3408,2.2115384615384617,0,0,0,2.4481233517118137,0,0,0.13756716908942473,NA,NA,José,Lima
Rua José Roldão De Melo,35432,3,0,0,0,0,0,2,0,249,1.1750881316098707,0,0,0,1.1750881316098707,0,0,0,NA,NA,José,Melo
Rua José Santino,700282,2,0,0,0,0,0,2,0,219,0.916471375962504,0,0,0,0.916471375962504,0,0,0,NA,NA,José,Santino
Rua José Sebastião Da Silva,16560,42,0,0,0,0,0,16,0,1013,3.6472148541114056,0,0,0,4.1612942242349105,0,0,0,NA,NA,José,Silva
Rua José Sebastião Da Silva,19810,27,0,0,0,0,0,15,0,1378,2.7777777777777777,0,0,0,3.3667977234519366,0,0,0,NA,NA,José,Silva
Rua José Silvestre Soares,3700,9,0,0,0,0,0,3,0,679,1.079136690647482,0,0,0,1.347477225152494,0,0,0,NA,NA,José,Soares
Rua José Soares Da Silva,33154,6,0,0,0,0,0,3,0,178,3.4482758620689653,0,0,0,3.3940941986918998,0,0,0,NA,NA,José,Silva
Rua José Soares De Carvalho,26409,12,0,0,0,0,0,7,0,592,1.9801980198019802,0,0,0,3.2641234266598818,0,0,0,NA,NA,José,Carvalho
Rua José Soares De Oliveira,6785,1,0,0,0,0,0,1,0,73,1.36986301369863,0,0,0,1.36986301369863,0,0,0,NA,NA,José,Oliveira
Rua José Soares De Oliveira,22772,25,0,1,0,0,0,17,0,680,4.081632653061225,0,0,0,4.450403653346131,0,0,0.12004801920768307,NA,NA,José,Oliveira
Rua José Teotônio Da Luz,8230,3,0,0,0,0,0,1,0,103,2.912621359223301,0,0,0,2.912621359223301,0,0,0,NA,NA,José,Luz
Rua José To  Kaipp,14729,3,0,0,0,0,0,2,0,103,4.123951537744641,0,0,0,4.123951537744641,0,0,0,NA,NA,José,Kaipp
Rua José Trajano De Lima,21318,0,0,0,0,0,0,2,0,268,0,0,0,0,0,0,0,0,NA,NA,José,Lima
Rua José Ulisses De Lucena,5207,7,0,0,0,0,0,4,0,415,1.9653679653679654,0,0,0,1.9650536226062896,0,0,0,NA,NA,José,Lucena
Rua José Vieira De Lima,26646,10,0,0,0,0,0,3,0,331,2.941176470588235,0,0,0,3.350972964943553,0,0,0,NA,NA,José,Lima
Rua José Vieira Filho,17973,3,0,0,0,0,0,1,0,118,2.5423728813559325,0,0,0,2.5423728813559325,0,0,0,NA,NA,José,Filho
Rua José Virgínio De Lima,27693,4,0,0,0,0,0,2,0,182,2.6923076923076925,0,0,0,2.6923076923076925,0,0,0,NA,NA,José,Lima
Rua José Zacarias Da Costa,19640,11,0,0,0,0,0,5,0,770,1.5037593984962405,0,0,0,2.321534119836327,0,0,0,NA,NA,José,Costa
Rua José Zilton Uchôa,16063,2,0,0,0,0,0,2,0,199,1.0756756756756758,0,0,0,1.0756756756756758,0,0,0,NA,NA,José,Uchôa
Rua Josebias Vieira De Farias,35599,10,0,0,0,0,0,6,0,461,1.916952474277315,0,0,0,2.3804902838271405,0,0,0,NA,NA,Josebias,Farias
Rua Josef Schaefer,35769,3,0,0,0,0,0,3,0,400,0.9090909090909091,0,0,0,0.8973900341337625,0,0,0,NA,NA,Josef,Schaefer
Rua Josef Thoma,24589,11,0,0,0,0,0,5,0,370,3.8461538461538463,0,0,0,3.299304850573064,0,0,0,NA,NA,Josef,Thoma
Rua Josefa Batista De Araújo,20850,1,0,0,0,0,0,1,0,133,0.7518796992481203,0,0,0,0.7518796992481203,0,0,0,NA,NA,Josefa,Araújo
Rua Josefa Da Silva Maciel,37265,1,0,0,0,0,0,1,0,111,0.9009009009009009,0,0,0,0.9009009009009009,0,0,0,NA,NA,Josefa,Maciel
Rua Josefa De Morais Maia,13668,4,0,0,0,0,0,2,0,447,1.8002416431735804,0,0,0,1.8002416431735804,0,0,0,NA,NA,Josefa,Maia
Rua Josefa Ferreira,16829,2,0,0,0,0,0,1,0,133,1.5037593984962405,0,0,0,1.5037593984962405,0,0,0,NA,NA,Josefa,Ferreira
Rua Josefa Maria Da Conceição,12289,8,0,0,0,0,0,5,0,216,3.4482758620689653,0,0,0,7.063547946306567,0,0,0,NA,NA,Josefa,Conceição
Rua Josefa Maria Da Silva,700373,3,0,0,0,0,0,2,0,195,1.6512478485370052,0,0,0,1.6512478485370052,0,0,0,NA,NA,Josefa,Silva
Rua Josefa Maria De Oliveira,18791,8,0,0,0,0,0,4,0,468,1.708481557760719,0,0,0,1.9945916560733419,0,0,0,NA,NA,Josefa,Oliveira
Rua Josefa Paulino Da Costa,26891,13,0,0,0,0,0,7,0,518,2.3255813953488373,0,0,0,3.334997793176814,0,0,0,NA,NA,Josefa,Costa
Rua Josefa Ramos Borba,25453,2,0,0,0,0,0,1,0,201,0.9950248756218906,0,0,0,0.9950248756218906,0,0,0,NA,NA,Josefa,Borba
Rua Josefa Taveira Da Silva,15075,2,0,0,0,0,0,1,0,52,3.8461538461538463,0,0,0,3.8461538461538463,0,0,0,NA,NA,Josefa,Silva
Rua Josefa Vieira Barbosa,700267,1,0,0,0,0,0,1,0,114,0.8771929824561403,0,0,0,0.8771929824561403,0,0,0,NA,NA,Josefa,Barbosa
Rua Josefina Maria Da Conceição,25259,12,0,0,0,0,0,7,0,435,2.631578947368421,0,0,0,3.488644628896417,0,0,0,NA,NA,Josefina,Conceição
Rua Joselita Brasileiro,12327,8,0,1,0,0,0,4,0,162,5.266622778143516,0,0,0,8.873798451476627,0,0,0.5102040816326531,NA,NA,Joselita,Brasileiro
Rua Joselita Reis Brasileiro,15679,27,0,0,0,0,0,8,0,793,3.8669950738916254,0,0,0,3.910331089866322,0,0,0,NA,NA,Joselita,Brasileiro
Rua Josélourenço Ribeiro,7838,2,0,0,0,0,0,2,0,236,0.8840275696733593,0,0,0,0.8840275696733593,0,0,0,NA,NA,Josélourenço,Ribeiro
Rua Josemar Dos Santos Franãa,22497,10,0,0,0,0,0,5,0,495,2.3255813953488373,0,0,0,2.0892156089869927,0,0,0,NA,NA,Josemar,Franãa
Rua Joseph Noury,13510,5,0,0,0,0,0,3,0,388,1.0582010582010581,0,0,0,1.7570661133794319,0,0,0,NA,NA,Joseph,Noury
Rua Josias Alexandre De Carvalho,27146,5,0,0,0,0,0,2,0,140,3.5421785421785423,0,0,0,3.5421785421785423,0,0,0,NA,NA,Josias,Carvalho
Rua Josinaldo Faustino Vasconcelos,35181,5,0,0,0,0,0,3,0,251,1.8867924528301887,0,0,0,2.1873723760516213,0,0,0,NA,NA,Josinaldo,Vasconcelos
Rua Josino Agra,17892,15,0,0,0,0,0,9,0,455,2.7027027027027026,0,0,0,3.343064221880133,0,0,0,NA,NA,Josino,Agra
Rua Josué Sobreira De Carvalho,15067,5,0,0,0,0,0,3,0,175,2.3529411764705883,0,0,0,3.2150463449020608,0,0,0,NA,NA,Josué,Carvalho
Rua Jovino Do Ó Sobrinho,5452,5,0,0,0,0,0,3,0,235,2.380952380952381,0,0,0,2.1049726529178585,0,0,0,NA,NA,Jovino,Sobrinho
Rua Jovino Nepomuceno,26204,7,0,0,0,0,0,3,0,385,1.948051948051948,0,0,0,1.8902431812267877,0,0,0,NA,NA,Jovino,Nepomuceno
Rua Jovino Sobreira De Carvalho,24970,23,0,0,0,0,0,9,0,1241,2.1505376344086025,0,0,0,2.341000536742636,0,0,0,NA,NA,Jovino,Carvalho
Rua Juarez Macêdo Da Silva,28797,2,0,0,0,0,0,1,0,78,2.564102564102564,0,0,0,2.564102564102564,0,0,0,NA,NA,Juarez,Silva
Rua Judivan Cabral,37630,6,0,0,0,0,0,4,0,285,2.2132550745903643,0,0,0,2.078702475435868,0,0,0,NA,NA,Judivan,Cabral
Rua Juiz Orlando Tejo,6386,12,0,0,0,0,0,7,0,403,2.9850746268656714,0,0,0,4.429937865994804,0,0,0,Juiz,judiciário,Orlando,Tejo
Rua Juiz Pedro Nogueira De Morais,37966,9,0,0,0,0,0,5,0,385,5,0,0,0,3.897600335680831,0,0,0,Juiz,judiciário,Pedro,Morais
Rua Júlia Aleixo De Queiroz,22837,2,0,0,0,0,0,1,0,154,1.2987012987012987,0,0,0,1.2987012987012987,0,0,0,NA,NA,Júlia,Queiroz
Rua Júlia Barreto De Melo,132,2,0,0,0,0,0,1,0,160,1.25,0,0,0,1.25,0,0,0,NA,NA,Júlia,Melo
Rua Júlia De Araújo Lima,20044,2,0,0,0,0,0,1,0,103,1.9417475728155338,0,0,0,1.9417475728155338,0,0,0,NA,NA,Júlia,Lima
Rua Júlio Costa,9598,4,0,0,0,0,0,2,0,166,2.4099883855981417,0,0,0,2.4099883855981417,0,0,0,NA,NA,Júlio,Costa
Rua Júlio Eduardo De Morais E Silva,36730,4,0,0,0,0,0,2,0,215,2.5040764034474727,0,0,0,2.5040764034474727,0,0,0,NA,NA,Júlio,Silva
Rua Júlio Ferreira Tavares,15261,13,0,0,0,0,0,7,0,602,2.272727272727273,0,0,0,5.059357067584442,0,0,0,NA,NA,Júlio,Tavares
Rua Júlio Gomes Da Silva,26298,7,0,0,0,0,0,2,0,302,2.3064687168610813,0,0,0,2.3064687168610813,0,0,0,NA,NA,Júlio,Silva
Rua Juvêncio Ferreira,28169,2,0,0,0,0,0,1,0,132,1.5151515151515151,0,0,0,1.5151515151515151,0,0,0,NA,NA,Juvêncio,Ferreira
Rua Juvêncio Martins De Franãa,8060,12,0,0,0,0,0,6,0,231,5.634920634920634,0,0,0,5.167071435232724,0,0,0,NA,NA,Juvêncio,Franãa
Rua Juvino Paulino Da Costa,700216,0,0,0,0,0,0,1,0,126,0,0,0,0,0,0,0,0,NA,NA,Juvino,Costa
Rua Ladislau Rodrigues De Souza,10766,10,0,0,0,0,0,5,0,447,2.197802197802198,0,0,0,2.6006260871047147,0,0,0,NA,NA,Ladislau,Souza
Rua Lafayete Cavalcanti,26697,6,0,0,0,0,0,2,0,239,2.5534188034188032,0,0,0,2.5534188034188032,0,0,0,NA,NA,Lafayete,Cavalcanti
Rua Ledeni Rocha Hermínio,5398,3,0,0,0,0,0,2,0,201,1.5243296921549154,0,0,0,1.5243296921549154,0,0,0,NA,NA,Ledeni,Hermínio
Rua Lenise Alves De Medeiros,15172,4,0,0,0,0,0,1,0,187,2.13903743315508,0,0,0,2.13903743315508,0,0,0,NA,NA,Lenise,Medeiros
Rua Leocádio Gomes Da Silva,12629,6,0,0,0,0,0,2,0,230,2.54802668595772,0,0,0,2.54802668595772,0,0,0,NA,NA,Leocádio,Silva
Rua Leonardo Hélio Bezerra Cavalcanti,36811,5,0,0,0,0,0,3,0,226,1.9607843137254901,0,0,0,2.4391268598042215,0,0,0,NA,NA,Leonardo,Cavalcanti
Rua Leonardo Honório De Melo,38920,9,0,0,0,0,0,5,0,272,5.128205128205128,0,0,0,6.765428840900539,0,0,0,NA,NA,Leonardo,Melo
Rua Leonardo Medeiros De Araújo,20796,3,0,0,0,0,0,4,0,352,0.8462763839107925,0,0,0,1.098813867631072,0,0,0,NA,NA,Leonardo,Araújo
Rua Leoniza Martins Leite,10863,6,0,0,0,0,0,2,0,435,1.3793759512937593,0,0,0,1.3793759512937593,0,0,0,NA,NA,Leoniza,Leite
Rua Leontina Tavares De Macedo,6599,12,0,0,0,0,0,4,0,324,3.864824495892457,0,0,0,3.8554891710231516,0,0,0,NA,NA,Leontina,Macedo
Rua Levi Menezes,15024,3,0,0,0,0,0,2,0,96,3.039927404718693,0,0,0,3.039927404718693,0,0,0,NA,NA,Levi,Menezes
Rua Líbia Cardoso Silva,33529,1,0,0,0,0,0,1,0,123,0.8130081300813009,0,0,0,0.8130081300813009,0,0,0,NA,NA,Líbia,Silva
Rua Licionéia Maria Da Conceição,33901,3,0,0,0,0,0,2,0,223,3.045157456922163,0,0,0,3.045157456922163,0,0,0,NA,NA,Licionéia,Conceição
Rua Lídia Batista Marques,32280,16,0,0,0,0,0,8,0,541,3.7735849056603774,0,0,0,3.38314251727362,0,0,0,NA,NA,Lídia,Marques
Rua Lima Silva,700091,2,0,0,0,0,0,1,0,179,1.1173184357541899,0,0,0,1.1173184357541899,0,0,0,NA,NA,Lima,Silva
Rua Lindemberg Galdino Da Silva,36315,5,0,0,0,0,0,3,0,343,1.2345679012345678,0,0,0,1.567901234567901,0,0,0,NA,NA,Lindemberg,Silva
Rua Lino Galdino De Almeida,16136,4,0,0,0,0,0,1,0,189,2.1164021164021163,0,0,0,2.1164021164021163,0,0,0,NA,NA,Lino,Almeida
Rua Lino Gomes Da Silva,558,15,0,0,0,1,6,7,3,414,3.0303030303030303,0,1.5151515151515151,0,5.71260565077123,0,3.2045190581775946,0,NA,NA,Lino,Silva
Rua Lino Gomes Filho,3816,21,0,0,0,0,0,11,0,959,2.4390243902439024,0,0,0,2.8126537357708776,0,0,0,NA,NA,Lino,Filho
Rua Lino Gomes Rozendo,9822,4,0,0,0,0,0,2,0,171,6.531703590527119,0,0,0,6.531703590527119,0,0,0,NA,NA,Lino,Rozendo
Rua Lisboa,20540,18,0,0,0,0,0,6,0,898,1.875274483970136,0,0,0,2.020855337673853,0,0,0,NA,NA,Lisboa,Lisboa
Rua Lizzie Keyle Costa,5142,7,0,0,0,0,0,3,0,282,2.5,0,0,0,2.521769140915366,0,0,0,NA,NA,Lizzie,Costa
Rua Londres,20559,8,0,0,0,0,0,3,0,466,1.8072289156626504,0,0,0,1.7534909346087242,0,0,0,NA,NA,Londres,Londres
Rua Londrina,29106,4,0,0,0,0,0,2,0,187,2.1405677655677655,0,0,0,2.1405677655677655,0,0,0,NA,NA,Londrina,Londrina
Rua Lourival Lucas Ramos,36706,3,0,0,0,0,0,2,0,226,1.4787581699346406,0,0,0,1.4787581699346406,0,0,0,NA,NA,Lourival,Ramos
Rua Luan Sousa Silva,700114,4,0,0,0,0,0,2,0,219,1.8295739348370927,0,0,0,1.8295739348370927,0,0,0,NA,NA,Luan,Silva
Rua Lucas Arruda,2712,5,0,0,0,0,0,4,0,227,2.7447089947089944,0,0,0,3.070215459921342,0,0,0,NA,NA,Lucas,Arruda
Rua Lúcia Binda,700072,1,0,0,0,0,0,1,0,77,1.2987012987012987,0,0,0,1.2987012987012987,0,0,0,NA,NA,Lúcia,Binda
Rua Lúcia De Fátima Gayoso Villarim,19852,2,0,0,0,0,0,2,0,118,1.6968651136036814,0,0,0,1.6968651136036814,0,0,0,NA,NA,Lúcia,Villarim
Rua Luís De Melo,523,8,0,0,0,0,0,3,0,265,3.296703296703297,0,0,0,3.066478269676138,0,0,0,NA,NA,Luís,Melo
Rua Luís Rodrigues De Albuquerque,36250,4,0,0,0,0,0,2,0,290,1.4595601187779959,0,0,0,1.4595601187779959,0,0,0,NA,NA,Luís,Albuquerque
Rua Luís Soares,620,3,0,0,0,0,0,2,1,364,0.8078231292517006,0,0,0,0.8078231292517006,0,0,0,NA,NA,Luís,Soares
Rua Luiz De Albuquerque Farias,12653,2,0,0,0,0,0,1,0,142,1.4084507042253522,0,0,0,1.4084507042253522,0,0,0,NA,NA,Luiz,Farias
Rua Luiz De Farias,24783,2,0,0,0,0,0,1,0,140,1.4285714285714286,0,0,0,1.4285714285714286,0,0,0,NA,NA,Luiz,Farias
Rua Luiz Felisberto Filho,27782,4,0,0,0,0,0,3,0,205,1.8867924528301887,0,0,0,2.026628726935879,0,0,0,NA,NA,Luiz,Filho
Rua Luiz Ferreira Da Silva,25283,1,0,0,0,0,0,1,0,196,0.5102040816326531,0,0,0,0.5102040816326531,0,0,0,NA,NA,Luiz,Silva
Rua Luiz Ferreira Da Silva,26220,19,0,0,0,0,0,9,0,547,3.4482758620689653,0,0,0,4.8351705413456525,0,0,0,NA,NA,Luiz,Silva
Rua Luiz Ferreira Neves Filho,17183,2,0,0,0,0,0,1,0,102,1.9607843137254901,0,0,0,1.9607843137254901,0,0,0,NA,NA,Luiz,Filho
Rua Luiz Florentino De Souza,5444,6,2,0,0,0,0,3,0,237,2.8169014084507045,0,0,0,2.625126980204816,0.8771929824561403,0,0,NA,NA,Luiz,Souza
Rua Luiz Florentino De Souza,33120,5,0,0,0,0,0,3,0,393,1.4925373134328357,0,0,0,1.2846158970808321,0,0,0,NA,NA,Luiz,Souza
Rua Luiz Gonzaga Da Costa,33847,3,0,0,0,0,0,1,0,211,1.4218009478672986,0,0,0,1.4218009478672986,0,0,0,NA,NA,Luiz,Costa
Rua Luiz Malheiros,23680,6,0,0,0,0,0,3,0,427,1.550387596899225,0,0,0,1.6140986365066827,0,0,0,NA,NA,Luiz,Malheiros
Rua Luiz Motta,20400,26,0,0,0,0,0,12,0,1779,1.4516129032258065,0,0,0,2.101710261527106,0,0,0,NA,NA,Luiz,Motta
Rua Luiz Renato Aires,32827,1,0,0,0,0,0,1,0,53,1.8867924528301887,0,0,0,1.8867924528301887,0,0,0,NA,NA,Luiz,Aires
Rua Luiz Rodrigues De Albuquerque,15938,2,0,0,0,0,0,2,0,64,7.142857142857142,0,0,0,7.142857142857142,0,0,0,NA,NA,Luiz,Albuquerque
Rua Luiz Sodré Filho,14788,23,0,5,0,0,0,14,0,902,2.837022132796781,0,0,0,4.192134619093891,0,0,0.6280532425972934,NA,NA,Luiz,Filho
Rua Luiz Teixeira De Barros,700219,0,0,0,0,0,0,1,0,193,0,0,0,0,0,0,0,0,NA,NA,Luiz,Barros
Rua Luiz Travassos De Moura,24651,8,0,0,0,0,0,5,0,321,2.666666666666667,0,0,0,2.6315721986664777,0,0,0,NA,NA,Luiz,Moura
Rua Luiz Vidal De Negreiros,19305,5,0,0,0,0,0,2,0,367,1.3926244695475465,0,0,0,1.3926244695475465,0,0,0,NA,NA,Luiz,Negreiros
Rua Luiza Bezerra Motta,14982,28,5,0,0,1,4,12,3,1731,1.6888888888888889,0,0,0,4.537663727052962,0.3591954022988506,4.166666666666667,0,NA,NA,Luiza,Motta
Rua Luíza Soares,3239,6,0,0,0,0,0,2,0,250,2.403846153846154,0,0,0,2.403846153846154,0,0,0,NA,NA,Luíza,Soares
Rua Luxemburgo,20583,26,0,4,0,0,0,12,0,3005,1.2628475818659868,0,0,0,1.355809182451822,0,0,0.08503401360544217,NA,NA,Luxemburgo,Luxemburgo
Rua Luzia Gaudêncio De Queiroz,36803,8,0,0,0,0,0,4,0,279,3.2887700534759357,0,0,0,3.08669271904566,0,0,0,NA,NA,Luzia,Queiroz
Rua Luzia Gonçalves Pereira,34681,2,0,0,0,0,0,2,0,290,0.7870169344333477,0,0,0,0.7870169344333477,0,0,0,NA,NA,Luzia,Pereira
Rua Luzinalda Edite De Araújo Leite,36269,5,0,0,0,0,0,2,0,299,1.8160597572362278,0,0,0,1.8160597572362278,0,0,0,NA,NA,Luzinalda,Leite
Rua Luzinete Barbosa Da Silva,700108,8,0,0,0,0,0,4,0,324,2.4891774891774894,0,0,0,2.53088924963925,0,0,0,NA,NA,Luzinete,Silva
Rua Macapá,29017,4,0,0,0,0,0,2,0,117,3.4310850439882694,0,0,0,3.4310850439882694,0,0,0,NA,NA,Macapá,Macapá
Rua Maceió,29041,12,0,0,0,0,0,5,0,494,3.389830508474576,0,0,0,2.8346208811669595,0,0,0,NA,NA,Maceió,Maceió
Rua Maciel Malheiros,4090,2,0,0,0,0,0,1,0,277,0.7220216606498195,0,0,0,0.7220216606498195,0,0,0,NA,NA,Maciel,Malheiros
Rua Maciel Pinheiro,86,8,12,0,0,1,2,7,5,445,2.083333333333333,0,0,0,2.074462743126659,1.9761814686782109,0.46182266009852213,0,NA,NA,Maciel,Pinheiro
Rua Madrid,20524,10,0,0,0,0,0,5,0,620,1.5151515151515151,0,0,0,1.8149149616361406,0,0,0,NA,NA,Madrid,Madrid
Rua Maestro Arnóbio Araújo,700286,1,0,0,0,0,0,1,0,227,0.4405286343612335,0,0,0,0.4405286343612335,0,0,0,Maestro,artista,Arnóbio,Araújo
Rua Maestro Nelson Ferreira,1538,10,0,0,0,0,0,6,0,632,1.6968651136036814,0,0,0,1.592710872859812,0,0,0,Maestro,artista,Nelson,Ferreira
Rua Maestro Nestor Gomes Santiago,18953,3,0,0,0,0,0,2,0,272,1.4000172309813044,0,0,0,1.4000172309813044,0,0,0,Maestro,artista,Nestor,Santiago
Rua Maestro Nilo Lima,23426,5,0,0,0,0,0,3,0,241,1.4285714285714286,0,0,0,2.1567460317460316,0,0,0,Maestro,artista,Nilo,Lima
Rua Maestro Villa Lobos,11908,6,0,0,0,0,0,2,0,162,3.7412587412587412,0,0,0,3.7412587412587412,0,0,0,Maestro,artista,Villa,Lobos
Rua Mailton Pereira De Farias,22900,3,0,0,0,0,0,1,0,216,1.3888888888888888,0,0,0,1.3888888888888888,0,0,0,NA,NA,Mailton,Farias
Rua Maíra Rabelo Azeredo,33880,3,0,0,0,0,0,1,0,124,2.4193548387096775,0,0,0,2.4193548387096775,0,0,0,NA,NA,Maíra,Azeredo
Rua Major Angelino Xavier,9776,14,0,0,0,0,0,12,0,747,1.8613387978142075,0,0,0,2.56771476496566,0,0,0,Major,militar,Angelino,Xavier
Rua Major Belmiro,11517,8,0,0,0,0,0,3,0,434,1.9417475728155338,0,0,0,3.387600869403914,0,0,0,Major,militar,Belmiro,Belmiro
Rua Major Manoel Jovino Do Ó,11347,2,0,0,0,0,0,1,0,273,0.7326007326007326,0,0,0,0.7326007326007326,0,0,0,Major,militar,Manoel,Ó
Rua Major Souza Santos,15253,5,0,0,0,0,0,3,0,201,2.9850746268656714,0,0,0,2.487562189054726,0,0,0,Major,militar,Souza,Santos
Rua Malaquias De Souza Do Ó,5126,2,0,0,0,0,0,1,0,233,0.8583690987124464,0,0,0,0.8583690987124464,0,0,0,NA,NA,Malaquias,Ó
Rua Manoel A. Cavalcante,700336,3,0,0,0,0,0,3,0,64,4.545454545454546,0,0,0,4.880536130536131,0,0,0,NA,NA,Manoel,Cavalcante
Rua Manoel Adelino De Melo,22829,2,0,1,0,0,0,1,0,146,1.36986301369863,0,0,0.684931506849315,1.36986301369863,0,0,0.684931506849315,NA,NA,Manoel,Melo
Rua Manoel Adolfo Da Costa,25500,17,0,2,0,0,0,10,0,566,3.5401002506265664,0,0,0,3.149797641237083,0,0,0.29592052420207143,NA,NA,Manoel,Costa
Rua Manoel Agripino Carneiro,9989,2,0,0,0,0,0,1,0,93,2.1505376344086025,0,0,0,2.1505376344086025,0,0,0,NA,NA,Manoel,Carneiro
