nomelograd,logradouro,arvore,bancos,pontoonibu,pontotaxi,pontomotot,semaforo,trechos,faixapedes,comprimento,arvores_100m_median,bancos_100m_median,semaforos_100m_median,onibus_100m_median,arvores_100m_mean,bancos_100m_mean,semaforos_100m_mean,onibus_100m_mean,profissao,tipo_profissao,primeiro_nome,sobrenome
Praça Do Amor,700130,9,0,1,0,0,0,4,0,618,1.0845896147403686,0,0,0,1.283035548110925,0,0,0.10416666666666667,NA,NA,NA,NA
Praça Do Rosário,10448,3,0,0,0,0,0,1,0,93,3.225806451612903,0,0,0,3.225806451612903,0,0,0,NA,NA,NA,NA
Praça Do Trabalho,10464,6,0,0,0,0,1,2,1,78,7.763157894736842,0,1.3157894736842104,0,7.763157894736842,0,1.3157894736842104,0,NA,NA,NA,NA
Praça Félix Araújo,833,4,0,0,0,0,0,2,0,127,10.854700854700855,0,0,0,10.854700854700855,0,0,0,NA,NA,Félix,Araújo
Praça Florina Da Silva Colaão,24937,5,0,0,0,0,0,2,0,160,3.125,0,0,0,3.125,0,0,0,NA,NA,Florina,Colaão
Praça João De Sousa Vasconcelos,15881,13,2,0,0,0,1,5,1,274,4.761904761904762,0,0,0,6.117280851985275,0.3571428571428571,0.3389830508474576,0,NA,NA,João,Vasconcelos
Praça Nossa Senhora De Fátima,10952,12,0,0,0,0,0,5,0,361,3.076923076923077,0,0,0,3.403934914528135,0,0,0,NA,NA,Nossa,Fátima
Praça Presidente João Pessoa,11355,2,2,0,0,0,0,1,0,53,3.7735849056603774,3.7735849056603774,0,0,3.7735849056603774,3.7735849056603774,0,0,Presidente,político,João,Pessoa
Praça Sem Denominação,700171,8,0,0,0,0,0,3,0,121,6.976744186046512,0,0,0,6.566407587394541,0,0,0,NA,NA,NA,NA
Praça Williams Arruda,37869,2,0,0,0,0,1,1,2,194,1.0309278350515463,0,0.5154639175257731,0,1.0309278350515463,0,0.5154639175257731,0,NA,NA,Williams,Arruda
Proj  Jad Tropical,7854,1,0,0,0,0,0,1,0,86,1.1627906976744187,0,0,0,1.1627906976744187,0,0,0,NA,NA,,Tropical
Proj  Jad Tropical,7862,19,0,0,0,0,0,8,0,871,2.388019427954668,0,0,0,2.754922727598682,0,0,0,NA,NA,,Tropical
Proj  Jad Tropical,7889,6,0,0,0,0,0,4,0,329,3.3521923620933523,0,0,0,4.451353289334637,0,0,0,NA,NA,,Tropical
Proj F Lot Ant Camara,2895,27,0,0,0,0,0,9,0,528,5.555555555555555,0,0,0,6.587640966951311,0,0,0,NA,NA,F,Camara
Rua A Lot Aldeiota,3840,1,0,0,0,0,0,1,0,247,0.4048582995951417,0,0,0,0.4048582995951417,0,0,0,NA,NA,A,Aldeiota
Rua Abdias Da Silva Campos,21059,0,0,0,0,0,0,1,0,299,0,0,0,0,0,0,0,0,NA,NA,Abdias,Campos
Rua Abdísio Militão Prazeres Dos Santos,33820,5,0,0,0,0,0,2,0,222,2.388097024256064,0,0,0,2.388097024256064,0,0,0,NA,NA,Abdísio,Santos
Rua Abdon Napy,26751,17,0,2,0,0,0,9,0,712,2.1505376344086025,0,0,0,2.6154402106978636,0,0,0.3355787499691564,NA,NA,Abdon,Napy
Rua Abel Costa,9210,21,0,3,0,0,0,13,0,797,2.7027027027027026,0,0,0,3.0382025501383474,0,0,0.3248574017804787,NA,NA,Abel,Costa
Rua Absalão Emericiano,25402,14,0,0,0,0,0,7,0,829,1.6129032258064515,0,0,0,2.113004939673046,0,0,0,NA,NA,Absalão,Emericiano
Rua Acari,700412,0,0,0,0,0,0,4,0,188,0,0,0,0,0,0,0,0,NA,NA,Acari,Acari
Rua Acre,24538,18,0,2,0,0,0,8,0,730,2.454080096356519,0,0,0,2.4930695718421143,0,0,0.29949784791965567,NA,NA,Acre,Acre
Rua Adalcina De Lucena,36587,2,0,0,0,0,0,1,0,128,1.5625,0,0,0,1.5625,0,0,0,NA,NA,Adalcina,Lucena
Rua Adalgisa César De Almeida,17175,2,0,0,0,0,0,1,0,102,1.9607843137254901,0,0,0,1.9607843137254901,0,0,0,NA,NA,Adalgisa,Almeida
Rua Adalgisa Ramos Raia,27995,15,0,0,0,0,0,7,0,1120,1.4814814814814816,0,0,0,1.8046736533447179,0,0,0,NA,NA,Adalgisa,Raia
Rua Adão De Souza,18627,4,0,0,0,0,0,1,0,220,1.8181818181818181,0,0,0,1.8181818181818181,0,0,0,NA,NA,Adão,Souza
Rua Adauto Pedro De Carvalho,700280,3,0,0,0,0,0,3,0,493,0.5714285714285714,0,0,0,0.8350490089620525,0,0,0,NA,NA,Adauto,Carvalho
Rua Adauto Travassos De Moura,1198,37,0,0,0,0,0,16,0,1859,1.9523809523809526,0,0,0,2.352381199149999,0,0,0,NA,NA,Adauto,Moura
Rua Adelaide Nogueira De Arruda,22306,0,0,0,0,0,0,1,0,136,0,0,0,0,0,0,0,0,NA,NA,Adelaide,Arruda
Rua Ademir Santos De Almeida,700106,6,0,0,0,0,0,3,0,289,2.4096385542168677,0,0,0,2.217707993370123,0,0,0,NA,NA,Ademir,Almeida
Rua Adenis Irineu Freire,31747,2,0,0,0,0,0,1,0,144,1.3888888888888888,0,0,0,1.3888888888888888,0,0,0,NA,NA,Adenis,Freire
Rua Aderaldo Vasconcelos Diniz,25380,11,0,0,0,0,0,4,0,517,2.729528535980149,0,0,0,2.7926717251270294,0,0,0,NA,NA,Aderaldo,Diniz
Rua Adiel Valdevino Da Silva,10820,4,0,0,0,0,0,2,0,308,1.3612056392805054,0,0,0,1.3612056392805054,0,0,0,NA,NA,Adiel,Silva
Rua Adolfo José Do Amaral,15270,7,0,0,0,0,0,4,0,314,8.18997756170531,0,0,0,7.895775150446363,0,0,0,NA,NA,Adolfo,Amaral
Rua Advogado João Rufino Da Silva,35726,2,0,0,0,0,0,1,0,128,1.5625,0,0,0,1.5625,0,0,0,NA,NA,Advogado,Silva
Rua Advogado Otávio Amorim,25917,12,0,0,0,0,0,8,0,499,3.229166666666667,0,0,0,4.443489404188642,0,0,0,NA,NA,Advogado,Amorim
Rua Aeredaldo Paiva Veloso,36510,2,0,0,0,0,0,1,0,179,1.1173184357541899,0,0,0,1.1173184357541899,0,0,0,NA,NA,Aeredaldo,Veloso
Rua Afonso Agra Filho,4049,4,0,0,0,0,0,2,0,237,2.0623042116254786,0,0,0,2.0623042116254786,0,0,0,NA,NA,Afonso,Filho
Rua Afonso Campos,11169,4,0,0,1,0,0,4,0,309,1.655359565807327,0,0,0,1.582686242851984,0,0,0,NA,NA,Afonso,Campos
Rua Afonso Dantas Campos,7790,16,0,1,0,0,0,7,0,1105,1.680672268907563,0,0,0,2.1073448912692903,0,0,0.12004801920768307,NA,NA,Afonso,Campos
Rua Afonso Pena,11380,2,0,0,0,0,0,1,0,107,1.8691588785046727,0,0,0,1.8691588785046727,0,0,0,NA,NA,Afonso,Pena
Rua Afonso Pereira Gonzaga,14524,4,0,0,0,0,0,1,0,69,5.797101449275362,0,0,0,5.797101449275362,0,0,0,NA,NA,Afonso,Gonzaga
Rua Agar Do Egito Araújo,37125,6,0,0,0,0,0,3,0,153,4,0,0,0,3.9245283018867925,0,0,0,NA,NA,Agar,Araújo
Rua Agenor Cavalcanti De Vasconcelos,11789,17,0,0,1,0,0,7,0,618,2.857142857142857,0,0,0,3.102867336237402,0,0,0,NA,NA,Agenor,Vasconcelos
Rua Ageu Genuíno Da Silva,23728,3,0,0,0,0,0,1,0,289,1.0380622837370241,0,0,0,1.0380622837370241,0,0,0,NA,NA,Ageu,Silva
Rua Agrimensor José De Brito,3018,22,0,0,0,0,0,9,0,672,3.8461538461538463,0,0,0,6.865432791403106,0,0,0,NA,NA,Agrimensor,Brito
Rua Agripino Diniz,27669,8,0,0,0,0,0,4,0,263,3.144190616556129,0,0,0,3.083514923145955,0,0,0,NA,NA,Agripino,Diniz
Rua Agrônomo João Maurício De Medeiros,28355,15,0,0,0,0,0,8,0,604,3.0282485875706215,0,0,0,3.3032372542858104,0,0,0,NA,NA,Agrônomo,Medeiros
Rua Alagoas,24503,19,0,1,0,0,0,15,0,1010,1.9230769230769231,0,0,0,2.1316207869519848,0,0,0.08771929824561403,NA,NA,Alagoas,Alagoas
Rua Alaíde De Araújo Medeiros,11002,6,0,1,0,0,0,2,0,322,1.8398268398268398,0,0,0.2976190476190476,1.8398268398268398,0,0,0.2976190476190476,NA,NA,Alaíde,Medeiros
Rua Alaíde Leandro Sobreira,36072,3,0,0,0,0,0,2,0,482,0.6169010201268266,0,0,0,0.6169010201268266,0,0,0,NA,NA,Alaíde,Sobreira
Rua Alba De Oliveira Pinto,35939,4,0,0,0,0,0,2,0,128,3.203203203203203,0,0,0,3.203203203203203,0,0,0,NA,NA,Alba,Pinto
Rua Albertina Ramos De Amorim,37150,5,0,0,0,0,0,3,0,328,1.639344262295082,0,0,0,1.6242068066998472,0,0,0,NA,NA,Albertina,Amorim
Rua Alberto Santos,19054,32,0,0,0,0,0,12,0,811,3.7037037037037033,0,0,0,4.201998557260573,0,0,0,NA,NA,Alberto,Santos
Rua Albino Peixoto,25925,11,0,0,0,0,0,5,0,352,3.3333333333333335,0,0,0,4.132292827945002,0,0,0,NA,NA,Albino,Peixoto
Rua Alcebíades Gonçalves Da Rocha,33561,10,0,0,0,0,0,6,0,370,3.401943967981704,0,0,0,3.3854949941570287,0,0,0,NA,NA,Alcebíades,Rocha
Rua Alceu Amoroso Lima,18996,2,0,0,0,0,0,1,0,183,1.092896174863388,0,0,0,1.092896174863388,0,0,0,NA,NA,Alceu,Lima
Rua Alcides Avelino De Medeiros,36013,24,0,2,0,0,0,12,0,766,3.9215686274509802,0,0,0,6.299179308028252,0,0,0.3300653594771242,NA,NA,Alcides,Medeiros
Rua Alcides Travassos Ramos,36676,3,0,0,0,0,0,2,0,256,1.1450381679389312,0,0,0,1.1450381679389312,0,0,0,NA,NA,Alcides,Ramos
Rua Alderico Pessoa De Oliveira,15539,20,0,3,0,1,0,12,0,949,2.5893752088205813,0,0,0,3.7006194771163305,0,0,0.3679123341669282,NA,NA,Alderico,Oliveira
Rua Alemberg Batista Gomes,6220,6,0,0,0,0,0,3,0,211,2.8169014084507045,0,0,0,2.9631122962745753,0,0,0,NA,NA,Alemberg,Gomes
Rua Alexandrino Cavalcanti Belo,299,1,0,0,0,0,0,1,0,90,1.1111111111111112,0,0,0,1.1111111111111112,0,0,0,NA,NA,Alexandrino,Belo
Rua Alfredo Alves De Araújo,16845,13,0,0,0,0,0,6,0,711,2.371794871794872,0,0,0,3.769552596651397,0,0,0,NA,NA,Alfredo,Araújo
Rua Alfredo Ferreira Bastos,12041,8,0,0,0,0,0,5,0,231,3.260869565217391,0,0,0,4.003886527913988,0,0,0,NA,NA,Alfredo,Bastos
Rua Alfredo Godofredo De Santana,17604,3,0,0,0,0,0,1,0,104,2.8846153846153846,0,0,0,2.8846153846153846,0,0,0,NA,NA,Alfredo,Santana
Rua Alfredo Queiroz,11851,6,0,0,1,0,0,3,0,231,2.3255813953488373,0,0,0,5.003831885355416,0,0,0,NA,NA,Alfredo,Queiroz
Rua Alice Araújo Cruz,33472,8,0,0,0,0,0,3,0,288,2.8846153846153846,0,0,0,2.948853472109286,0,0,0,NA,NA,Alice,Cruz
Rua Alice Carneiro,16772,2,0,0,0,0,0,1,0,152,1.3157894736842104,0,0,0,1.3157894736842104,0,0,0,NA,NA,Alice,Carneiro
Rua Alice De Medeiros Oliveira Santos,17310,15,0,1,0,0,0,13,0,901,1.8518518518518516,0,0,0,1.8039469659048102,0,0,0.1221001221001221,NA,NA,Alice,Santos
Rua Alice De Oliveira Gonzaga,32417,9,0,0,0,0,0,3,0,518,1.646090534979424,0,0,0,1.7504242174755313,0,0,0,NA,NA,Alice,Gonzaga
Rua Alice Gaudêncio,6505,6,0,0,0,0,0,2,0,248,2.419984387197502,0,0,0,2.419984387197502,0,0,0,NA,NA,Alice,Gaudêncio
Rua Almany José Tavares De Melo,31410,6,0,0,0,0,0,4,0,393,1.6606642657062824,0,0,0,1.9843354008269973,0,0,0,NA,NA,Almany,Melo
Rua Almirante Alexandrino,700288,2,0,0,0,0,0,1,0,76,2.631578947368421,0,0,0,2.631578947368421,0,0,0,Almirante,militar,Alexandrino,Alexandrino
Rua Almirante Tamandaré,17795,12,0,0,0,0,0,4,0,340,3.031342942118508,0,0,0,3.8316887870765703,0,0,0,Almirante,militar,Tamandaré,Tamandaré
Rua Aluísio Cunha Lima,15563,16,0,1,0,0,0,7,0,833,1.8018018018018018,0,0,0,10.057359428740105,0,0,0.07401924500370097,NA,NA,Aluísio,Lima
Rua Aluska Santos De Andrade,1171,2,0,0,0,0,0,1,0,179,1.1173184357541899,0,0,0,1.1173184357541899,0,0,0,NA,NA,Aluska,Andrade
Rua Álvaro Ferreira Leão,9156,6,0,0,0,0,0,3,0,233,2.666666666666667,0,0,0,2.5834405834405834,0,0,0,NA,NA,Álvaro,Leão
Rua Alvaro Joaquim Barbosa,20370,2,0,0,0,0,0,2,0,82,2.8159340659340657,0,0,0,2.8159340659340657,0,0,0,NA,NA,Alvaro,Barbosa
Rua Alvino De Farias Pimentel,16012,6,0,0,0,0,0,3,0,290,1.9607843137254901,0,0,0,2.0876701137075835,0,0,0,NA,NA,Alvino,Pimentel
Rua Alvorada,1201,14,0,0,0,0,0,5,0,634,1.932367149758454,0,0,0,2.260709848105458,0,0,0,NA,NA,Alvorada,Alvorada
Rua Alzira Figueirêdo,33693,4,0,0,0,0,0,2,0,433,0.882823305670816,0,0,0,0.882823305670816,0,0,0,NA,NA,Alzira,Figueirêdo
Rua Alzira Guedes Pinheiro,24031,3,0,0,0,0,0,2,0,245,1.6605606881172348,0,0,0,1.6605606881172348,0,0,0,NA,NA,Alzira,Pinheiro
Rua Alzira Pereira De Oliveira,21032,2,0,0,0,0,0,1,0,231,0.8658008658008658,0,0,0,0.8658008658008658,0,0,0,NA,NA,Alzira,Oliveira
Rua Alzira Ramos De Figueirêdo,35530,12,0,0,0,0,0,10,0,1061,1.0583778966131907,0,0,0,1.9406887895160445,0,0,0,NA,NA,Alzira,Figueirêdo
Rua Amaro Coutinho,17884,17,0,0,0,0,0,9,0,670,2.3255813953488373,0,0,0,3.005317352214465,0,0,0,NA,NA,Amaro,Coutinho
Rua Amaro Da Costa Barros,20010,4,0,0,0,0,0,1,0,121,3.3057851239669422,0,0,0,3.3057851239669422,0,0,0,NA,NA,Amaro,Barros
Rua Amazonas,24554,26,0,0,0,0,1,13,0,1101,2.4390243902439024,0,0,0,2.3966640996797928,0,0.08012820512820512,0,NA,NA,Amazonas,Amazonas
Rua Amélia Campos,700414,2,0,0,0,0,0,4,0,268,0,0,0,0,0.49504950495049505,0,0,0,NA,NA,Amélia,Campos
Rua Amélia Vieira,5070,9,0,0,0,0,0,6,0,393,2.1980676328502415,0,0,0,3.9642184997816003,0,0,0,NA,NA,Amélia,Vieira
Rua Amenaíde Pimentel,26662,3,0,0,0,0,0,1,0,195,1.5384615384615385,0,0,0,1.5384615384615385,0,0,0,NA,NA,Amenaíde,Pimentel
Rua Américo Carneiro,16462,21,0,1,0,0,0,7,0,576,3.9473684210526314,0,0,0,5.832666285531121,0,0,0.18315018315018314,NA,NA,Américo,Carneiro
Rua Américo Falcão,17590,2,0,0,0,0,0,1,0,104,1.9230769230769231,0,0,0,1.9230769230769231,0,0,0,NA,NA,Américo,Falcão
Rua Amsterdan,20575,16,0,0,0,0,0,5,0,789,1.8633540372670807,0,0,0,2.0364167001149713,0,0,0,NA,NA,Amsterdan,Amsterdan
Rua Ana Almeida De Castro,16888,15,0,0,0,0,0,7,0,606,2.941176470588235,0,0,0,2.6469260036895714,0,0,0,NA,NA,Ana,Castro
Rua Ana Brito Figueirêdo,23957,3,0,0,0,0,0,1,0,136,2.2058823529411766,0,0,0,2.2058823529411766,0,0,0,NA,NA,Ana,Figueirêdo
Rua Ana Cavalcante,11029,6,0,0,0,0,0,2,0,300,2.019213663049279,0,0,0,2.019213663049279,0,0,0,NA,NA,Ana,Cavalcante
Rua Ana De Azevedo,28428,13,0,0,0,0,0,5,0,638,2.5316455696202533,0,0,0,2.203433088626478,0,0,0,NA,NA,Ana,Azevedo
Rua Ana Firmino Da Costa,15687,10,0,0,0,0,0,3,0,387,2.272727272727273,0,0,0,9.747723540826989,0,0,0,NA,NA,Ana,Costa
Rua Ana Loureiro Soares,13374,1,0,0,0,0,0,1,0,57,1.7543859649122806,0,0,0,1.7543859649122806,0,0,0,NA,NA,Ana,Soares
Rua Ana Moreira,6980,1,0,0,0,0,0,1,0,112,0.8928571428571428,0,0,0,0.8928571428571428,0,0,0,NA,NA,Ana,Moreira
Rua Ana Paula Duarte Medeiros,2690,7,0,0,0,0,0,3,0,353,1.9230769230769231,0,0,0,2.023572571517777,0,0,0,NA,NA,Ana,Medeiros
Rua Ana Paula Ramos De Medeiros,20443,6,0,0,0,0,0,3,0,483,1.342281879194631,0,0,0,1.261267449010296,0,0,0,NA,NA,Ana,Medeiros
Rua Ana Paula Ribeiro Barbosa Lira,35696,9,0,0,0,0,0,5,0,417,1.9607843137254901,0,0,0,2.566347852222712,0,0,0,NA,NA,Ana,Lira
Rua Ana Vilar,24813,24,0,2,0,0,0,15,0,1207,1.8867924528301887,0,0,0,2.516315302511881,0,0,0.06836261911006207,NA,NA,Ana,Vilar
Rua Anacleto Eloy,16969,11,0,0,0,0,0,4,0,709,1.5396368337544808,0,0,0,1.602379838958313,0,0,0,NA,NA,Anacleto,Eloy
Rua Anália Ribeiro Dias,11037,7,0,0,0,0,0,2,0,292,2.387218045112782,0,0,0,2.387218045112782,0,0,0,NA,NA,Anália,Dias
Rua André Dias Pereira,36765,11,0,5,0,0,0,6,0,330,3.4190531852717707,0,0,1.282051282051282,3.429470480521095,0,0,1.630993888638651,NA,NA,André,Pereira
Rua Ângela De Albuquerque Ramos,35971,4,0,0,0,0,0,2,0,209,1.9142700128228611,0,0,0,1.9142700128228611,0,0,0,NA,NA,Ângela,Ramos
Rua Anísio Rodrigues De Souza Campos,12440,3,0,0,0,0,0,1,0,150,2,0,0,0,2,0,0,0,NA,NA,Anísio,Campos
Rua Anselmo Gomes Sobrinho,28843,3,0,0,0,0,0,1,0,135,2.2222222222222223,0,0,0,2.2222222222222223,0,0,0,NA,NA,Anselmo,Sobrinho
Rua Antenor Navarro,450,37,2,0,0,1,3,18,2,1591,2.1279003961516696,0,0,0,3.332075246164928,0.2469135802469136,0.16781986327826737,0,NA,NA,Antenor,Navarro
Rua Antenor Pinheiro Rodrigues,17531,2,0,0,0,0,0,1,0,118,1.694915254237288,0,0,0,1.694915254237288,0,0,0,NA,NA,Antenor,Rodrigues
Rua Antônia Alves De Lima,7722,23,0,1,0,0,0,13,0,767,3.125,0,0,0,3.5555553854034083,0,0,0.1201923076923077,NA,NA,Antônia,Lima
Rua Antônia Barbosa De Lima,27944,4,0,0,0,0,0,2,0,174,2.3513513513513513,0,0,0,2.3513513513513513,0,0,0,NA,NA,Antônia,Lima
Rua Antônia Gonçalves De Farias,36439,4,0,0,0,0,0,1,0,230,1.7391304347826086,0,0,0,1.7391304347826086,0,0,0,NA,NA,Antônia,Farias
Rua Antônia Nunes Patriota,37435,3,0,0,0,0,0,3,0,427,0.641025641025641,0,0,0,0.7682076466606853,0,0,0,NA,NA,Antônia,Patriota
Rua Antonieta Amorim De Souza,35378,7,0,0,0,0,0,3,0,174,8.333333333333332,0,0,0,11.056644880174291,0,0,0,NA,NA,Antonieta,Souza
Rua Antonieta Cavalcante,28118,16,0,0,0,0,0,8,0,583,3.7268518518518516,0,0,0,4.074386306811713,0,0,0,NA,NA,Antonieta,Cavalcante
Rua Antonieta De Araújo Lucena,35793,8,0,0,0,0,0,3,0,319,2.631578947368421,0,0,0,2.531379503899299,0,0,0,NA,NA,Antonieta,Lucena
Rua Antônio Alves Da Silva,24090,3,0,0,0,0,0,3,0,230,1.6666666666666667,0,0,0,1.6852737905369484,0,0,0,NA,NA,Antônio,Silva
Rua Antônio Amilcar De Almeida,16853,12,0,0,0,0,0,5,0,648,2.272727272727273,0,0,0,3.6571591351190404,0,0,0,NA,NA,Antônio,Almeida
Rua Antônio Arruda,16802,6,0,0,0,0,0,2,0,250,3.99616368286445,0,0,0,3.99616368286445,0,0,0,NA,NA,Antônio,Arruda
Rua Antônio Azevedo De Farias,6467,15,0,0,0,0,0,7,0,403,6.122448979591836,0,0,0,4.91686868102273,0,0,0,NA,NA,Antônio,Farias
Rua Antônio Barbosa,700268,1,0,0,0,0,0,1,0,75,1.3333333333333335,0,0,0,1.3333333333333335,0,0,0,NA,NA,Antônio,Barbosa
Rua Antônio Barbosa De Medeiros,19593,2,0,0,0,0,0,1,0,210,0.9523809523809524,0,0,0,0.9523809523809524,0,0,0,NA,NA,Antônio,Medeiros
Rua Antônio Barbosa De Melo,20265,2,0,0,0,0,0,2,0,167,2.9694167852062585,0,0,0,2.9694167852062585,0,0,0,NA,NA,Antônio,Melo
Rua Antônio Barbosa De Menezes,5223,13,0,0,0,0,0,5,0,703,1.9900497512437811,0,0,0,2.0478811042635567,0,0,0,NA,NA,Antônio,Menezes
Rua Antônio Barbosa Pessoa,26956,3,0,0,0,0,0,1,0,240,1.25,0,0,0,1.25,0,0,0,NA,NA,Antônio,Pessoa
Rua Antônio Barbosa Ribeiro,26557,2,0,0,0,0,0,1,0,47,4.25531914893617,0,0,0,4.25531914893617,0,0,0,NA,NA,Antônio,Ribeiro
Rua Antônio Bernardino De Sena,17825,12,0,0,0,0,0,7,0,508,2.0202020202020203,0,0,0,2.696556937945292,0,0,0,NA,NA,Antônio,Sena
Rua Antônio Bernardo,5312,3,0,0,0,0,0,3,0,314,1.0416666666666665,0,0,0,1.22473298984288,0,0,0,NA,NA,Antônio,Bernardo
Rua Antônio Bezerra Paz,1457,6,0,0,0,0,0,3,0,374,1.6129032258064515,0,0,0,1.641679630294431,0,0,0,NA,NA,Antônio,Paz
Rua Antônio Bezerra Paz,22977,2,0,0,0,0,0,1,0,149,1.342281879194631,0,0,0,1.342281879194631,0,0,0,NA,NA,Antônio,Paz
Rua Antônio Bonifácio Alves,16071,3,0,0,0,0,0,2,0,79,7.658450704225352,0,0,0,7.658450704225352,0,0,0,NA,NA,Antônio,Alves
Rua Antônio Campos,3000,13,0,0,0,0,0,6,0,667,1.7246462264150944,0,0,0,2.3773917033651646,0,0,0,NA,NA,Antônio,Campos
Rua Antônio Capoeiro,5258,3,0,0,0,0,0,2,0,164,1.7987759367069711,0,0,0,1.7987759367069711,0,0,0,NA,NA,Antônio,Capoeiro
Rua Antônio Cavalcanti,23507,15,0,0,0,0,0,6,0,714,1.9675925925925923,0,0,0,2.091892826027466,0,0,0,NA,NA,Antônio,Cavalcanti
Rua Antônio Cirilo Gomes,25437,15,0,0,0,0,0,7,0,624,2.4193548387096775,0,0,0,2.7120302064342154,0,0,0,NA,NA,Antônio,Gomes
Rua Antônio Correia Da Silva,28932,2,0,0,0,0,0,1,0,142,1.4084507042253522,0,0,0,1.4084507042253522,0,0,0,NA,NA,Antônio,Silva
Rua Antônio De Brito Lira,19755,8,0,0,1,0,0,4,0,257,3.200204813108039,0,0,0,3.1239998898142365,0,0,0,NA,NA,Antônio,Lira
Rua Antônio De Carvalho Sousa,35238,8,0,0,0,0,0,5,0,423,3.225806451612903,0,0,0,2.4171181470252,0,0,0,NA,NA,Antônio,Sousa
Rua Antônio De Souza Barbosa,700263,18,0,1,0,1,0,12,0,739,3.518518518518518,0,0,0,3.8786867289118256,0,0,0.16339869281045752,NA,NA,Antônio,Barbosa
Rua Antônio De Souza Lopes,12432,2,0,0,0,0,0,2,0,382,0.5236176220632179,0,0,0,0.5236176220632179,0,0,0,NA,NA,Antônio,Lopes
Rua Antônio Evaristo,16390,3,0,0,0,0,0,1,0,121,2.479338842975207,0,0,0,2.479338842975207,0,0,0,NA,NA,Antônio,Evaristo
Rua Antônio Francisco Alves,18775,2,0,0,0,0,0,1,0,150,1.3333333333333335,0,0,0,1.3333333333333335,0,0,0,NA,NA,Antônio,Alves
Rua Antônio Francisco Da Silva,8354,4,0,0,0,0,0,1,0,195,2.051282051282051,0,0,0,2.051282051282051,0,0,0,NA,NA,Antônio,Silva
Rua Antônio Francisco Do Bú,15296,8,0,0,0,0,0,4,0,516,1.515499425947187,0,0,0,1.591083046306927,0,0,0,NA,NA,Antônio,Bú
Rua Antônio Gama Santos,700367,5,0,0,0,0,0,3,0,221,2.9850746268656714,0,0,0,2.5560900730507243,0,0,0,NA,NA,Antônio,Santos
Rua Antônio Gomes Pereira,20095,15,0,0,0,0,0,8,0,326,4,0,0,0,5.370177333377944,0,0,0,NA,NA,Antônio,Pereira
Rua Antônio Gomes Perico,25445,4,0,0,0,0,0,1,0,203,1.9704433497536946,0,0,0,1.9704433497536946,0,0,0,NA,NA,Antônio,Perico
Rua Antônio Guedes De Andrade,12742,7,0,2,0,0,0,2,0,376,2.208141321044547,0,0,0.6016385048643113,2.208141321044547,0,0,0.6016385048643113,NA,NA,Antônio,Andrade
Rua Antônio Guilhermino De Souza,27227,7,0,0,0,0,0,3,0,276,3.0927835051546393,0,0,0,2.4803848108243116,0,0,0,NA,NA,Antônio,Souza
Rua Antônio Jerônimo Da Silva,6092,8,2,0,0,0,0,8,0,322,2.0442219440967877,0,0,0,3.344695043644278,0.5319148936170213,0,0,NA,NA,Antônio,Silva
Rua Antônio Joaquim De Carvalho,35300,6,0,0,0,0,0,2,0,479,1.260968760968761,0,0,0,1.260968760968761,0,0,0,NA,NA,Antônio,Carvalho
Rua Antônio Joaquim Pequeno,8990,17,0,2,0,0,0,5,0,653,2.73972602739726,0,0,0,2.6632745465576613,0,0,0.31195211897708724,NA,NA,Antônio,Pequeno
Rua Antônio José Santiago,18619,15,0,2,0,0,0,8,0,716,1.9344141488577744,0,0,0,2.0634602218118916,0,0,0.35477053140096615,NA,NA,Antônio,Santiago
Rua Antônio José Santiago,22985,5,1,1,0,1,0,3,0,384,0.9523809523809524,0,0,0,1.7499497689371108,0.4219409282700422,0,0.3174603174603175,NA,NA,Antônio,Santiago
Rua Antônio Ladislau De Araújo,38865,8,0,0,0,0,0,7,0,178,4.545454545454546,0,0,0,4.919417767106843,0,0,0,NA,NA,Antônio,Araújo
Rua Antônio Lucas De Carvalho,36668,4,0,0,0,0,0,2,0,200,2.0050125313283207,0,0,0,2.0050125313283207,0,0,0,NA,NA,Antônio,Carvalho
Rua Antônio Luiz Da Silva,7145,2,0,0,0,0,0,1,0,61,3.278688524590164,0,0,0,3.278688524590164,0,0,0,NA,NA,Antônio,Silva
Rua Antônio Luiz Da Silva,19860,2,0,0,0,0,0,1,0,103,1.9417475728155338,0,0,0,1.9417475728155338,0,0,0,NA,NA,Antônio,Silva
Rua Antônio Maria Da Conceição,1619,2,0,0,0,0,0,1,0,78,2.564102564102564,0,0,0,2.564102564102564,0,0,0,NA,NA,Antônio,Conceição
Rua Antônio Marinho,23396,3,0,0,0,0,0,1,0,84,3.571428571428571,0,0,0,3.571428571428571,0,0,0,NA,NA,Antônio,Marinho
Rua Antônio Matias De Figueirêdo,13064,4,0,0,0,0,0,1,0,262,1.5267175572519083,0,0,0,1.5267175572519083,0,0,0,NA,NA,Antônio,Figueirêdo
Rua Antônio Nunes De Farias,37281,3,0,0,0,0,0,3,0,165,1.6129032258064515,0,0,0,4.229390681003585,0,0,0,NA,NA,Antônio,Farias
Rua Antônio Ovídio Araújo Pereira Filho,34886,1,0,0,0,0,0,1,0,104,0.9615384615384616,0,0,0,0.9615384615384616,0,0,0,NA,NA,Antônio,Filho
Rua Antônio Pereira De Almeida,36650,2,0,0,0,0,0,1,0,212,0.9433962264150944,0,0,0,0.9433962264150944,0,0,0,NA,NA,Antônio,Almeida
